station1_stop_id,station1_name,station2_stop_id,station2_name,walking_time,route,route_desc,station1_lat,station1_lon,station2_lat,station2_lon
Parent8592064,"Lausanne, Languedoc",Parent8592122,"Lausanne, Tivoli",599.7470919363092,WALKING,WALKING,46.5178996149693,6.6170981815796,46.5211571985771,6.62159874115366
Parent8592065,"Lausanne, Les Chavannes",8579245,"Lausanne, Foyer",500.9172663226163,WALKING,WALKING,46.5302551451146,6.65707321172848,46.5334069315069,6.66003765216649
Parent8592065,"Lausanne, Les Chavannes",8592025,"Lausanne, Craivavers",249.73864136795942,WALKING,WALKING,46.5302551451146,6.65707321172848,46.5314046413408,6.65922018525782
Parent8592065,"Lausanne, Les Chavannes",8592031,"Lausanne, Devin",470.07210842733815,WALKING,WALKING,46.5302551451146,6.65707321172848,46.5302180641861,6.65195281460829
Parent8592065,"Lausanne, Les Chavannes",8592112,"Lausanne, Rozavère",230.28922041152617,WALKING,WALKING,46.5302551451146,6.65707321172848,46.5288954945169,6.65552810943958
Parent8592065,"Lausanne, Les Chavannes",Parent8579245,"Lausanne, Foyer",500.9172663226163,WALKING,WALKING,46.5302551451146,6.65707321172848,46.5334069315069,6.66003765216649
Parent8592065,"Lausanne, Les Chavannes",Parent8592025,"Lausanne, Craivavers",249.73864136795942,WALKING,WALKING,46.5302551451146,6.65707321172848,46.5314046413408,6.65922018525782
Parent8592065,"Lausanne, Les Chavannes",Parent8592031,"Lausanne, Devin",470.07210842733815,WALKING,WALKING,46.5302551451146,6.65707321172848,46.5302180641861,6.65195281460829
Parent8592065,"Lausanne, Les Chavannes",Parent8592112,"Lausanne, Rozavère",230.28922041152617,WALKING,WALKING,46.5302551451146,6.65707321172848,46.5288954945169,6.65552810943958
Parent8592066,"Lausanne, Libellules",8591977,"Lausanne, Abeilles",345.26048304762264,WALKING,WALKING,46.5407171357472,6.64415543794104,46.541063156523,6.64788344637066
Parent8592066,"Lausanne, Libellules",8591997,"Lausanne, Boissonnet",293.73920190015696,WALKING,WALKING,46.5407171357472,6.64415543794104,46.5390735069473,6.6462844451647
